政府工作报告|||﻿RAPPORT D'ACTIVITÉ DU GOUVERNEMENT
进一步放宽市场准入，缩减外资准入负面清单，允许更多领域实行外资独资经营。|||Nous continuerons à élargir l'accès des capitaux étrangers au marché chinois en réduisant la liste négative, et étendrons l'exploitation à capitaux exclusivement étrangers à plus de domaines.
落实金融等行业改革开放举措，完善债券市场开放政策。|||Nous appliquerons les mesures visant à promouvoir la réforme et l'ouverture de la finance et d'autres secteurs, et perfectionnerons la politique d'ouverture du marché obligataire.
加快与国际通行经贸规则对接，提高政策透明度和执行一致性，营造内外资企业一视同仁、公平竞争的公正市场环境。|||En nous rapprochant plus rapidement des règles économiques et commerciales internationales, et en améliorant la transparence et la cohérence de nos diverses politiques, nous chercherons à créer un environnement de marché sain où un traitement équitable et une concurrence loyale soient garantis à toutes les entreprises, qu'elles soient chinoises ou étrangères.
加强外商合法权益保护。|||Il faut intensifier la protection des droits et intérêts légitimes des investisseurs étrangers.
赋予自贸试验区更大改革创新自主权，增设上海自贸试验区新片区，推进海南自贸试验区建设、探索建设中国特色自由贸易港。|||Les zones pilotes de libre-échange auront une plus grande autonomie en matière de réforme et d'innovation ; la zone pilote de libre-échange de Shanghai se verra adjoindre un nouveau quartier ; et Hainan accélérera la construction de sa zone pilote de libre-échange et établira un port de libre-échange aux caractéristiques chinoises.
支持国家级经开区、高新区、新区开展自贸试验区相关改革试点，增强辐射带动作用，打造改革开放新高地。|||Sur le plan national, les zones de développement économique et technique, les zones de développement de hautes et nouvelles technologies et les nouvelles zones seront encouragées à mener des réformes expérimentales concernant les zones pilotes de libre-échange, ce qui permettra d'intensifier leur rayonnement et leur effet d'entraînement, et de former des fleurons de la réforme et de l'ouverture.
中国投资环境一定会越来越好，各国企业在华发展机遇一定会越来越多。|||C'est pourquoi il ne fait aucun doute que grâce à toutes ces mesures, l'environnement d'investissement ne cessera de s'améliorer, offrant aux entreprises étrangères un nombre accru d'opportunités de développement.
推动共建“一带一路”。|||Promouvoir la réalisation commune du projet « la Ceinture et la Route ».
坚持共商共建共享，遵循市场原则和国际通行规则，发挥企业主体作用，推动基础设施互联互通，加强国际产能合作，拓展第三方市场合作。|||En restant fidèles au principe de « concertation, synergie et partage », en nous conformant aux lois du marché et aux usages internationaux, et en donnant libre cours à l'initiative de nos entreprises, nous travaillerons à favoriser l'interconnexion des réseaux d'infrastructures, à renforcer la coopération internationale en matière de capacités de production, et à élargir la coopération en marchés tiers.
办好第二届“一带一路”国际合作高峰论坛。推动对外投资合作健康有序发展。|||Nous devons bien organiser le deuxième Forum « la Ceinture et la Route » pour la coopération internationale et veiller à ce que nos projets d'investissement et de coopération à l'étranger se développent de manière saine et ordonnée.
促进贸易和投资自由化便利化。|||Promouvoir la facilitation et la libéralisation du commerce et de l'investissement.
中国坚定维护经济全球化和自由贸易，积极参与世贸组织改革。|||La Chine préservera fermement la mondialisation économique et le libre-échange, et prendra une part active à la réforme de l'OMC.
加快构建高标准自贸区网络，推进区域全面经济伙伴关系协定、中日韩自贸区、中欧投资协定谈判，继续推动中美经贸磋商。|||Nous accélérerons la mise en place d'un réseau de zones de libre-échange répondant à des critères élevés, ferons avancer les négociations sur un accord de partenariat économique régional global, sur une zone de libre-échange Chine-Japon-République de Corée et sur un accord d'investissement Chine-UE, et poursuivrons les consultations économiques et commerciales entre la Chine et les États-Unis.
中国秉持互利合作、共赢发展，一贯主张通过平等协商解决贸易争端。|||Défenseur de la coopération mutuellement bénéfique et du développement gagnant-gagnant, la Chine préconise le règlement des différends commerciaux à travers les négociations sur un pied d'égalité.
我们对作出的承诺认真履行，对自身合法权益坚决维护。|||Nous tiendrons scrupuleusement nos engagements et défendrons résolument nos droits et intérêts légitimes.
（十）加快发展社会事业，更好保障和改善民生。|||Accélérer le développement des secteurs sociaux afin d'améliorer la qualité de la vie.
今年财政收支平衡压力加大，但基本民生投入确保只增不减。|||Cette année, malgré le déséquilibre croissant des finances publiques, les sommes destinées à assurer le bien-être social continueront à augmenter.
支持社会力量增加非基本公共服务供给，满足群众多层次、多样化需求。|||Grâce à notre soutien, les services publics non fondamentaux seront aussi mieux assurés par les acteurs sociaux, de façon à répondre aux besoins divers et multiples de la population.
发展更加公平更有质量的教育。|||Développer une éducation plus équitable et de meilleure qualité.
深化教育教学改革。|||La réforme des modèles d'enseignement et des méthodes pédagogique sera poursuivie.
推进城乡义务教育一体化发展，加快改善乡村学校办学条件，加强乡村教师队伍建设，抓紧解决城镇学校“大班额”问题，保障进城务工人员随迁子女教育，发展“互联网+教育”，促进优质资源共享。|||Pour cela, nous devons promouvoir le développement intégré de l'éducation obligatoire dans les villes et les campagnes, améliorer rapidement la qualité des écoles de village, renforcer le corps enseignant dans les campagnes, en finir au plus vite avec les classes en sureffectif dans les écoles des villes, assurer l'éducation des enfants qui s'installent avec leurs parents migrants en ville, et favoriser, par le développement du plan « Internet + Éducation », le partage des ressources d'excellence.
